age,gender,marital_status,months_at_company,num_appraisals,base_salary,num_penalties,num_raise_requests,num_benefits,past_performance_score,sentiment_score,attendance_rate,completion_rate,attrition_risk
48,Female,Single,34,7,16898.48,8,4,2,3,3,0.883,0.068,4
40,Male,Single,110,3,14461.74,7,1,0,3,4,0.904,0.996,4
30,Male,Married,22,2,6044.08,2,4,5,3,4,0.943,0.321,1
42,Male,Single,4,10,16039.96,7,0,10,2,4,0.982,0.989,4
37,Male,Single,47,8,12826.62,2,0,3,2,2,0.889,0.984,1
49,Male,Single,92,2,16034.49,8,4,6,4,4,0.933,0.259,4
40,Female,Married,102,8,12603.41,3,5,4,0,1,0.878,0.218,3
28,Female,Single,1,2,12677.36,7,4,3,0,0,0.906,0.673,5
39,Female,Married,43,2,4894.03,2,3,1,3,2,0.855,0.425,2
43,Male,Married,23,3,4729.87,6,3,0,2,3,0.962,0.679,2
35,Female,Married,118,2,15555.44,9,5,4,3,4,0.909,0.724,5
43,Female,Single,33,3,11017.84,6,2,2,1,0,0.889,0.494,3
56,Male,Married,20,8,5735.71,2,1,0,4,2,0.975,0.399,1
50,Male,Married,33,1,16320.88,1,0,5,2,2,0.969,0.641,1
25,Male,Single,110,3,18742.62,0,3,2,3,3,0.981,0.7,0
56,Female,Divorced,85,1,4560.41,10,1,8,4,4,0.975,0.876,4
34,Male,Single,112,8,14298.26,0,0,8,1,1,0.947,0.113,1
35,Male,Single,28,5,17258.26,4,4,10,0,4,0.875,0.04,5
30,Female,Divorced,93,7,10998.12,0,5,8,2,0,0.99,0.346,1
38,Male,Married,5,7,3367.7,10,2,8,1,3,0.949,0.911,5
47,Female,Married,86,1,7379.8,6,3,0,4,3,0.939,0.677,3
38,Male,Divorced,105,7,11153.08,9,2,8,4,2,0.974,0.45,4
29,Female,Divorced,74,0,13281.43,6,4,7,1,2,0.944,0.967,4
43,Female,Divorced,115,5,7460.85,1,0,3,2,3,0.997,0.871,1
36,Female,Divorced,16,4,16159.41,3,5,3,1,1,0.968,0.893,3
42,Female,Single,84,3,15001.78,3,5,1,3,1,0.975,0.53,2
34,Male,Divorced,56,7,18990.86,2,1,4,0,1,0.987,0.597,2
51,Male,Divorced,79,3,19609.73,4,0,4,2,2,0.995,0.818,1
52,Male,Single,99,1,4871.12,8,0,5,1,0,0.952,0.481,4
42,Male,Married,25,10,3827.21,4,1,0,0,1,0.906,0.358,2
50,Female,Married,44,2,18458.76,1,1,6,4,1,0.898,0.315,1
51,Female,Single,94,4,8671.54,7,0,5,2,4,0.873,0.342,4
32,Female,Single,57,10,3622.2,4,2,5,4,1,0.932,0.203,3
30,Male,Divorced,27,4,7653.92,0,2,9,3,1,0.888,0.99,0
47,Male,Divorced,69,8,7555.82,1,2,3,2,0,0.888,0.886,1
30,Female,Single,120,0,3796.8,2,4,0,0,0,0.921,0.648,3
53,Female,Divorced,100,4,19888.0,7,4,5,1,1,0.961,0.985,5
55,Male,Single,23,3,3193.09,4,2,0,0,1,0.985,0.879,3
34,Female,Divorced,56,9,14065.9,2,3,6,1,3,0.952,0.957,2
33,Female,Divorced,54,9,18075.65,7,5,2,4,1,0.914,0.881,4
30,Female,Divorced,58,0,12116.1,2,3,5,4,2,0.93,0.966,1
25,Male,Single,26,7,15668.22,0,3,9,0,3,0.938,0.456,1
55,Female,Married,72,5,16125.63,0,4,3,1,0,0.934,0.848,2
47,Male,Married,20,4,8035.69,0,2,7,1,4,0.916,0.888,1
50,Female,Divorced,18,1,13471.85,0,5,1,0,4,0.886,0.323,2
56,Male,Married,22,1,16969.78,8,4,8,1,2,0.96,0.49,4
39,Female,Married,61,3,11647.17,8,3,5,2,4,0.879,0.992,4
46,Male,Divorced,96,8,18304.73,2,5,2,4,0,0.973,0.171,2
30,Female,Divorced,19,10,11786.41,7,2,4,0,2,0.987,0.25,4
41,Female,Married,68,10,9238.71,9,4,2,0,3,0.88,0.862,5
56,Female,Single,69,10,5288.2,1,3,2,1,3,0.987,0.965,2
44,Male,Single,109,8,11098.78,9,5,7,4,3,0.963,0.234,5
52,Female,Divorced,58,0,3965.99,6,4,4,4,3,0.944,0.153,3
40,Male,Single,112,3,8238.21,4,0,6,1,1,0.952,0.729,3
37,Male,Divorced,12,6,11357.37,2,2,5,0,2,0.863,0.502,3
29,Female,Divorced,52,2,19035.46,10,4,7,4,4,0.997,0.958,4
54,Male,Single,111,8,12290.1,0,5,9,0,0,0.917,0.159,2
36,Male,Single,37,2,14499.73,2,3,8,2,3,0.998,0.077,1
36,Male,Single,37,4,15990.49,1,3,2,1,0,0.979,0.911,2
34,Female,Single,26,10,9062.41,3,4,6,1,3,0.995,0.696,3
41,Male,Married,84,7,4463.8,0,0,5,0,1,0.947,0.59,1
35,Female,Single,75,8,17294.93,8,3,3,1,1,0.953,0.064,5
23,Male,Single,75,6,4683.34,8,1,5,2,4,0.938,0.338,3
36,Female,Single,51,5,9106.94,8,2,9,0,4,0.941,0.495,4
44,Female,Married,84,1,5025.05,7,2,5,2,3,0.995,0.396,4
32,Male,Single,11,2,15385.4,1,5,8,0,4,0.928,0.663,3
25,Male,Single,43,9,19965.73,5,4,1,2,0,0.884,0.398,3
51,Male,Divorced,104,4,8630.88,9,0,3,3,4,0.967,0.564,4
55,Female,Single,7,8,10220.45,10,4,0,4,2,0.975,0.489,5
43,Female,Married,84,9,3702.78,5,1,4,3,1,0.921,0.09,2
33,Female,Divorced,56,8,12228.15,4,0,1,4,1,0.918,0.252,2
43,Male,Married,20,2,7376.51,1,1,2,1,0,0.895,0.864,1
42,Female,Single,33,3,6895.18,0,1,6,3,2,0.919,0.855,0
28,Male,Single,71,1,8527.91,4,2,8,1,3,0.973,0.673,4
26,Female,Married,108,8,16107.57,7,5,1,3,4,0.867,0.404,4
33,Female,Divorced,6,7,3590.55,0,0,6,1,0,0.886,0.065,1
48,Female,Married,45,10,10184.06,5,2,10,0,3,0.888,0.641,4
52,Male,Married,10,10,19071.04,1,3,5,3,4,0.957,0.209,0
54,Male,Divorced,119,2,19930.03,8,5,3,1,2,0.872,0.211,5
55,Female,Single,22,8,18599.07,8,3,2,4,3,0.854,0.723,3
48,Male,Married,35,4,10818.05,7,4,0,2,0,0.96,0.932,4
48,Female,Married,9,10,18196.06,8,5,1,3,1,0.987,0.674,4
40,Female,Divorced,11,6,3049.71,5,4,4,4,3,0.917,0.202,3
46,Male,Divorced,36,5,7916.81,0,5,10,2,1,0.866,0.922,2
32,Male,Single,45,1,13852.27,6,5,8,1,1,0.886,0.526,4
40,Female,Single,2,4,3235.78,0,3,6,4,2,0.921,0.317,0
23,Female,Divorced,35,7,17528.27,9,1,8,3,1,0.913,0.83,4
40,Male,Divorced,10,9,8961.28,6,1,7,2,1,0.882,0.924,2
52,Male,Divorced,108,0,12163.39,8,2,3,3,1,0.942,0.583,4
47,Male,Divorced,27,2,17087.5,10,2,4,3,0,0.938,0.618,5
24,Female,Single,60,0,17494.79,6,1,9,1,4,0.878,0.778,4
50,Male,Single,106,6,14567.24,10,1,1,1,3,0.888,0.698,5
26,Male,Married,45,6,10292.03,8,5,8,3,4,0.935,0.627,5
45,Female,Single,96,4,7718.74,1,4,2,4,4,0.865,0.356,1
44,Male,Married,26,10,4390.87,3,1,9,2,4,0.913,0.549,3
32,Male,Married,12,2,13800.42,5,0,6,4,2,0.974,0.559,2
45,Male,Divorced,76,6,3596.82,7,2,6,3,3,0.98,0.517,3
27,Male,Divorced,97,6,10433.84,4,0,8,0,2,0.85,0.069,3
43,Female,Married,46,8,3709.38,8,2,7,1,4,0.895,0.68,5
25,Female,Divorced,70,4,12688.03,2,4,1,2,2,0.927,0.997,2
50,Male,Single,51,7,9970.7,8,0,6,3,4,0.994,0.241,4
39,Female,Married,45,2,9652.21,5,3,2,3,2,0.945,0.206,3
55,Female,Divorced,80,5,6870.39,7,3,5,0,4,0.995,0.163,4
36,Female,Married,55,5,4654.62,5,0,2,3,3,0.946,0.778,3
53,Male,Married,83,0,13794.27,8,1,10,3,1,0.868,0.526,5
30,Female,Single,34,4,12063.74,3,3,5,4,3,0.884,0.618,2
59,Female,Divorced,33,10,10779.43,1,5,6,1,1,0.942,0.285,3
23,Female,Single,43,1,10657.15,7,1,1,0,3,0.988,0.139,4
30,Female,Divorced,90,0,7397.26,7,3,8,0,2,0.918,0.034,5
26,Female,Married,61,1,9233.99,5,0,0,1,3,0.957,0.134,4
49,Male,Married,7,4,19655.4,0,1,4,4,2,0.859,0.131,1
57,Female,Divorced,114,4,16752.79,9,1,4,2,2,0.931,0.477,4
23,Male,Single,74,0,6857.87,10,0,6,3,0,0.912,0.013,4
22,Male,Married,84,5,7174.58,0,5,7,0,2,0.856,0.461,2
54,Male,Divorced,100,2,18821.32,7,5,2,2,0,0.986,0.137,3
24,Female,Single,32,2,17577.38,3,5,4,2,3,0.887,0.996,2
58,Female,Single,91,4,14370.77,6,3,2,0,2,0.911,0.271,4
26,Male,Married,18,8,19764.36,5,1,10,3,2,0.935,0.102,4
33,Male,Single,61,10,5700.18,6,0,1,2,4,0.917,0.882,3
30,Male,Married,36,1,10595.28,0,3,2,1,0,0.98,0.518,1
31,Male,Married,19,0,16981.84,0,3,1,1,2,0.966,0.668,2
30,Male,Divorced,39,1,19309.77,4,0,9,2,3,0.895,0.485,2
25,Female,Single,92,2,15622.5,1,0,3,1,1,0.988,0.603,2
33,Male,Single,99,10,17130.72,1,2,6,4,2,0.937,0.098,0
30,Female,Married,77,7,16891.94,7,5,3,1,1,0.864,0.01,5
42,Female,Married,99,2,13850.47,2,2,8,2,2,0.921,0.178,2
58,Female,Married,33,6,7364.98,4,0,7,1,0,0.939,0.401,3
34,Female,Married,108,10,14044.45,4,1,1,0,3,0.85,0.887,3
46,Male,Married,92,1,10565.49,1,4,8,3,3,0.87,0.242,2
52,Female,Divorced,32,3,9497.91,8,3,5,1,0,0.982,0.192,4
26,Male,Married,20,1,12451.45,10,5,10,0,3,0.877,0.124,5
59,Female,Single,84,8,10870.08,2,4,0,0,1,0.989,0.686,2
27,Male,Divorced,20,2,4670.77,2,4,6,3,1,0.86,0.068,1
27,Female,Single,77,10,16733.37,3,5,5,3,0,0.978,0.981,2
50,Female,Single,6,1,16304.4,3,5,10,2,1,0.962,0.234,3
43,Male,Married,31,7,19630.54,3,4,3,2,0,0.921,0.351,3
51,Male,Divorced,50,9,14856.52,1,5,10,0,0,0.896,0.161,2
40,Female,Married,49,9,10820.98,4,3,3,4,1,0.927,0.921,2
26,Female,Divorced,107,4,11960.54,10,5,4,0,1,0.867,0.262,5
44,Male,Single,49,1,7284.89,6,1,10,1,1,0.943,0.049,3
42,Male,Single,114,7,17674.0,5,2,9,2,2,0.931,0.147,3
47,Male,Divorced,111,5,11538.32,8,5,4,2,2,0.903,0.504,4
49,Female,Divorced,90,5,12135.81,8,3,8,0,2,0.902,0.748,5
53,Male,Divorced,96,9,5432.13,6,5,9,0,3,0.89,0.578,4
54,Female,Married,80,9,5914.78,4,4,7,3,0,0.957,0.037,2
29,Female,Divorced,86,0,8822.43,5,5,10,4,1,0.957,0.28,2
25,Male,Married,117,10,12481.53,8,4,4,2,3,1.0,0.353,5
51,Female,Married,75,3,16212.4,0,0,3,3,1,0.881,0.537,1
25,Male,Single,9,8,19404.72,6,5,5,2,0,0.867,0.506,3
22,Male,Divorced,69,1,5562.2,1,5,1,1,1,0.936,0.853,2
47,Male,Married,12,5,7414.1,10,1,6,1,1,0.899,0.008,5
56,Male,Single,86,8,11157.55,3,1,8,1,1,0.945,0.414,3
26,Female,Married,113,10,12502.52,5,2,8,4,4,0.856,0.052,3
53,Female,Divorced,33,8,13133.39,5,0,6,0,2,0.883,0.543,4
29,Female,Married,9,9,16647.21,8,3,8,2,1,0.884,0.982,4
34,Female,Single,68,2,8675.62,6,0,7,2,0,0.981,0.814,3
22,Female,Single,48,2,14052.61,6,2,4,3,2,0.936,0.859,3
24,Female,Divorced,110,5,14461.05,1,0,9,2,4,0.977,0.677,1
51,Female,Single,44,6,10812.58,4,1,2,2,0,0.944,0.338,3
44,Female,Married,23,4,7097.85,9,5,9,2,4,0.902,0.321,5
26,Female,Single,48,8,4078.81,6,1,9,3,2,0.915,0.296,2
48,Male,Single,5,9,12706.85,2,4,5,1,4,0.996,0.232,2
36,Female,Divorced,116,5,9715.58,1,3,9,0,2,0.888,0.959,3
31,Female,Single,44,0,14909.25,6,1,1,1,4,0.964,0.412,4
38,Female,Divorced,114,10,18625.32,3,3,3,1,0,0.969,0.812,4
27,Male,Single,40,1,3355.14,1,2,1,0,2,0.961,0.548,1
37,Male,Divorced,67,2,19930.77,10,4,1,1,1,0.989,0.867,5
43,Male,Married,12,9,19071.53,3,2,7,1,2,0.914,0.012,3
48,Male,Single,94,3,13950.5,7,3,5,0,0,0.92,0.621,4
50,Female,Married,113,8,13580.55,4,1,0,4,3,0.928,0.22,1
36,Female,Single,98,5,10433.72,10,0,10,4,1,0.975,0.64,4
32,Female,Divorced,88,4,9099.81,1,2,6,3,2,0.891,0.806,0
56,Male,Single,90,4,16792.7,9,0,9,1,4,0.854,0.757,5
41,Female,Divorced,90,0,17799.88,10,1,1,4,3,0.959,0.525,4
29,Male,Married,84,0,19881.29,6,1,2,2,4,0.988,0.285,3
31,Male,Single,38,1,3285.53,0,4,1,2,2,0.894,0.659,1
46,Female,Single,25,6,8581.42,10,5,10,0,1,0.951,0.02,5
38,Female,Single,62,1,12521.76,8,0,1,0,3,0.996,0.959,4
53,Male,Divorced,89,4,12351.54,6,2,2,4,3,0.858,0.551,3
24,Male,Married,3,5,6208.97,7,4,7,2,4,0.902,0.355,4
27,Male,Single,85,7,19415.37,4,5,0,2,1,0.977,0.534,3
53,Female,Married,79,10,10781.01,8,2,2,3,1,0.878,0.764,3
42,Female,Married,24,9,3764.76,8,2,1,3,2,0.864,0.272,4
38,Male,Divorced,50,4,5293.81,1,3,7,2,1,0.976,0.521,1
28,Male,Married,25,6,13367.46,10,3,1,2,0,0.998,0.472,4
52,Male,Single,62,8,14290.14,9,2,4,1,4,0.853,0.355,5
32,Female,Married,68,10,8347.21,8,4,5,3,2,0.946,0.723,5
39,Female,Divorced,22,10,17717.92,5,2,1,1,0,0.996,0.646,3
26,Male,Married,47,7,5839.96,3,2,0,2,1,0.993,0.118,2
57,Female,Divorced,47,4,18635.61,9,5,10,2,4,0.909,0.681,5
26,Male,Single,64,1,5940.97,5,3,7,2,4,0.853,0.85,3
50,Female,Single,3,7,16808.47,0,2,6,4,2,0.997,0.426,0
33,Female,Divorced,106,10,5279.8,0,4,3,0,4,0.894,0.635,2
41,Male,Divorced,41,9,12673.59,4,1,7,0,4,0.861,0.184,2
45,Male,Married,112,7,10526.01,3,4,8,1,0,0.893,0.56,3
28,Female,Divorced,41,0,4791.44,2,4,10,3,3,0.944,0.938,3
40,Male,Divorced,32,5,18712.09,0,3,0,3,0,0.874,0.766,1
23,Male,Divorced,93,6,5046.27,0,3,10,0,4,0.932,0.227,2
54,Female,Single,8,2,18712.06,1,4,5,3,1,0.975,0.295,2
26,Female,Divorced,69,1,17812.31,4,1,2,4,1,0.978,0.018,2
28,Male,Married,22,10,15327.18,4,3,5,3,3,0.869,0.421,2
23,Male,Single,80,4,11546.8,9,4,3,0,4,0.962,0.389,5
30,Female,Divorced,80,7,17539.01,4,4,10,0,3,0.959,0.42,4
48,Male,Divorced,71,3,19875.34,0,1,0,1,1,0.929,0.249,1
36,Female,Divorced,61,1,7110.02,7,5,1,4,4,0.981,0.486,4
41,Male,Single,24,5,11601.41,10,1,8,0,0,0.94,0.6,5
26,Male,Single,23,2,17191.25,1,5,4,0,1,0.899,0.289,2
49,Male,Married,75,5,17267.98,3,0,1,0,1,0.887,0.157,3
42,Female,Divorced,33,9,17661.88,10,2,3,1,0,0.97,0.957,5
37,Female,Divorced,74,7,3373.21,9,4,7,2,4,0.964,0.755,5
58,Male,Married,15,10,16418.1,5,1,6,4,2,0.88,0.447,2
26,Male,Divorced,5,9,10891.13,9,5,0,1,4,0.995,0.984,4
43,Male,Married,40,5,9942.33,1,0,10,3,2,0.927,0.118,1
26,Female,Single,41,8,5211.11,0,1,6,3,1,0.929,0.818,0
53,Female,Single,97,8,7061.48,10,3,9,4,2,0.892,0.377,4
39,Female,Divorced,62,2,7929.71,6,3,9,4,1,0.979,0.096,3
43,Female,Married,119,7,12807.71,2,5,1,2,0,0.902,0.778,2
24,Male,Divorced,104,4,13747.42,10,1,0,2,2,0.983,0.771,5
59,Male,Divorced,7,0,14885.9,7,4,5,0,2,0.964,0.512,4
24,Female,Married,86,7,9751.22,0,4,5,3,4,0.929,0.934,1
54,Female,Married,14,6,13407.73,2,4,5,4,2,0.904,0.831,1
52,Male,Married,55,5,4280.28,6,0,5,0,3,0.963,0.355,3
38,Female,Single,36,3,13781.51,4,1,4,4,3,0.882,0.296,2
27,Male,Single,91,9,15805.97,6,1,3,0,1,0.896,0.043,3
50,Female,Married,76,5,9918.83,2,0,10,3,3,0.985,0.267,2
35,Female,Married,49,9,16560.02,4,4,4,0,4,0.873,0.457,4
43,Female,Single,12,2,11326.03,8,1,3,3,1,0.868,0.492,4
58,Female,Single,61,4,9806.45,5,3,3,4,2,0.935,0.314,3
43,Female,Married,91,0,7333.69,2,5,2,3,2,0.929,0.233,1
35,Male,Married,17,6,19217.12,1,4,8,2,3,0.971,0.264,2
36,Female,Divorced,82,1,7160.61,2,4,2,1,2,0.903,0.547,2
25,Male,Single,91,4,9760.48,3,0,3,2,1,0.976,0.774,2
36,Female,Divorced,23,9,9831.93,6,4,2,0,1,0.879,0.205,3
43,Female,Single,36,1,9556.05,1,1,7,1,4,0.961,0.876,1
40,Female,Single,12,7,13929.81,9,5,8,4,1,0.86,0.321,3
50,Male,Married,98,1,5318.77,0,3,6,4,2,0.997,0.651,1
29,Male,Divorced,114,0,9983.47,3,5,8,0,4,0.952,0.779,2
51,Female,Married,76,7,19659.16,8,1,2,3,4,0.853,0.744,5
44,Female,Single,95,7,11563.92,9,2,3,2,1,0.927,0.925,4
39,Female,Married,57,9,18304.6,10,2,3,4,4,0.861,0.036,5
58,Male,Divorced,103,6,9045.9,8,0,1,0,3,0.888,0.893,5
55,Female,Married,14,6,7435.5,7,3,10,4,1,0.898,0.217,3
49,Male,Single,96,8,7705.99,7,2,7,0,1,0.903,0.314,3
53,Male,Single,61,0,17699.37,7,0,3,3,0,0.999,0.81,2
50,Male,Single,20,8,19619.13,6,0,8,2,1,0.971,0.235,3
45,Female,Divorced,48,9,18843.75,10,3,6,1,4,0.939,0.401,5
44,Male,Single,50,7,10422.58,9,0,4,3,1,0.96,0.755,4
33,Female,Divorced,116,6,7110.84,2,3,3,0,4,0.902,0.875,2
45,Male,Single,51,2,9643.3,5,5,3,3,1,0.939,0.752,3
44,Female,Divorced,114,2,14394.67,10,0,2,3,4,0.891,0.528,4
25,Female,Married,95,2,7564.55,6,4,2,4,2,0.867,0.256,4
44,Male,Divorced,84,9,16915.28,8,3,9,3,0,0.989,0.367,4
28,Male,Single,50,1,13570.56,9,1,9,2,2,0.899,0.356,4
25,Female,Single,111,7,3575.99,6,2,7,0,1,0.887,0.111,4
54,Male,Single,69,1,7308.28,6,5,1,0,3,0.859,0.304,4
39,Male,Divorced,103,2,4031.85,9,1,8,3,2,0.868,0.96,4
46,Female,Married,101,10,15376.82,1,3,3,4,4,0.983,0.459,1
27,Male,Divorced,49,7,14529.85,3,3,10,4,2,0.927,0.112,1
27,Male,Married,9,10,6823.24,9,1,9,1,4,0.913,0.534,4
56,Male,Divorced,37,5,7631.0,3,3,8,1,3,0.928,0.473,3
29,Female,Divorced,24,7,17233.16,8,2,5,1,1,0.883,0.56,4
46,Male,Married,12,8,4281.52,2,4,5,0,3,0.995,0.728,3
50,Male,Divorced,33,4,19837.71,0,3,8,4,0,0.874,0.9,1
49,Female,Single,93,4,19452.87,10,2,2,2,1,0.935,0.017,4
54,Male,Divorced,105,1,12901.02,10,3,7,2,0,0.926,0.277,5
47,Male,Married,4,0,9887.46,0,1,1,4,2,0.857,0.348,0
54,Female,Married,25,4,3965.5,6,5,0,1,1,0.974,0.963,3
50,Female,Single,64,3,11523.05,5,2,1,3,1,0.916,0.138,3
33,Male,Married,77,6,6544.02,4,5,3,2,3,0.951,0.026,3
29,Male,Divorced,43,4,8417.41,1,3,8,1,4,0.98,0.41,2
32,Female,Married,89,9,8274.18,9,0,9,1,4,0.883,0.785,4
52,Male,Divorced,30,7,8645.03,0,3,2,0,0,0.977,0.747,1
27,Female,Divorced,118,1,18188.24,2,1,7,1,3,0.969,0.824,1
31,Female,Single,114,10,16661.65,3,3,5,4,2,0.882,0.323,2
56,Female,Divorced,53,7,13155.66,7,1,10,0,4,0.944,0.518,5
46,Female,Single,60,8,4951.83,6,4,8,0,3,0.974,0.87,5
48,Female,Divorced,77,2,7207.74,1,3,10,0,0,0.881,0.471,2
59,Female,Single,54,4,5432.07,2,0,10,4,0,0.967,0.67,0
23,Male,Married,56,9,15353.24,0,1,2,2,4,0.946,0.192,1
35,Male,Married,69,10,12467.72,3,5,9,2,4,0.933,0.998,2
22,Male,Divorced,40,8,12515.82,7,3,9,2,3,0.974,0.683,4
41,Female,Divorced,55,7,18076.07,4,0,0,0,2,0.949,0.361,3
22,Male,Single,63,4,4538.86,10,1,4,0,1,0.906,0.148,5
38,Female,Divorced,4,9,3687.1,7,1,10,0,0,0.961,0.302,4
43,Male,Married,92,10,16732.12,4,1,3,3,1,0.963,0.098,3
27,Male,Single,108,0,5930.69,4,0,7,2,2,0.985,0.485,2
52,Male,Married,104,0,3129.61,1,3,1,4,2,0.952,0.557,1
57,Male,Married,106,5,12336.95,10,4,9,2,4,0.89,0.808,5
56,Male,Divorced,99,2,3006.2,8,1,4,4,1,0.878,0.804,4
52,Female,Divorced,44,5,7880.63,6,3,5,0,1,0.862,0.131,4
48,Male,Single,30,5,9002.98,3,4,5,0,1,0.967,0.74,3
53,Female,Single,64,6,8440.46,1,1,5,1,0,0.887,0.422,1
33,Female,Married,28,0,6599.09,6,1,5,3,0,0.862,0.025,3
38,Male,Single,78,9,15590.64,6,4,0,4,4,0.947,0.177,3
54,Male,Divorced,60,10,18071.5,0,4,7,2,4,0.983,0.495,1
27,Female,Married,57,7,14854.98,0,0,1,0,1,0.959,0.719,1
29,Female,Married,67,8,15945.7,8,2,0,3,0,0.988,0.668,4
39,Male,Divorced,115,2,10841.4,3,3,5,1,3,0.996,0.339,2
40,Female,Married,39,9,18958.54,4,0,0,2,0,0.965,0.3,2
37,Male,Divorced,97,7,8562.09,3,0,9,0,4,0.986,0.419,2
52,Male,Divorced,27,4,6502.45,5,5,8,3,4,0.996,0.021,3
25,Female,Single,55,6,19719.96,2,2,2,3,3,0.945,0.551,1
36,Female,Married,104,0,5631.18,0,3,8,3,1,0.882,0.418,0
54,Male,Single,29,6,9901.46,6,1,10,2,0,0.932,0.839,3
53,Male,Married,37,5,12771.81,3,5,2,2,2,0.963,0.382,3
51,Female,Single,22,7,4912.53,3,5,4,1,2,0.908,0.745,3
57,Male,Married,110,8,16116.02,2,2,2,1,2,0.927,0.989,3
43,Female,Divorced,81,1,16763.38,1,1,6,1,3,0.88,0.099,2
51,Male,Married,23,6,16208.87,3,1,0,3,1,0.923,0.533,2
45,Male,Divorced,104,6,9986.84,5,2,3,3,2,0.882,0.908,3
24,Female,Married,7,7,5766.96,2,0,2,1,0,0.927,0.627,2
34,Male,Divorced,90,5,18953.61,10,1,6,4,0,0.993,0.02,3
22,Male,Married,4,0,16200.4,4,0,5,3,4,0.876,0.721,3
39,Male,Single,95,3,9218.67,10,0,0,1,2,0.942,0.11,5
43,Male,Married,101,1,13836.89,7,3,7,1,2,0.863,0.184,5
32,Female,Married,94,4,8367.49,5,5,7,0,1,0.995,0.286,3
23,Female,Single,96,10,10309.5,2,4,2,1,2,0.885,0.11,2
52,Male,Single,57,4,15195.44,1,4,7,1,3,0.979,0.384,2
51,Male,Divorced,26,9,16403.29,1,5,9,4,0,0.858,0.073,1
31,Male,Single,33,4,8816.98,8,5,8,0,2,0.874,0.44,5
41,Male,Divorced,76,3,16425.93,0,0,1,2,1,0.96,0.858,1
22,Female,Married,24,9,13880.92,4,0,6,2,4,0.976,0.43,1
55,Female,Single,58,7,10159.39,7,0,4,2,2,0.917,0.463,3
53,Female,Married,74,9,17103.29,0,5,10,4,0,0.937,0.324,1
49,Female,Married,26,5,4624.03,3,2,3,4,1,0.945,0.293,1
54,Male,Married,85,10,9057.13,10,1,10,0,0,0.906,0.453,5
25,Female,Single,66,1,18595.72,0,1,2,0,4,0.913,0.189,2
42,Male,Single,95,2,15629.92,9,5,2,0,4,0.972,0.106,5
33,Male,Divorced,36,6,5963.06,7,0,9,0,0,0.862,0.117,4
41,Female,Single,58,6,11354.99,7,2,9,0,2,0.864,0.393,5
49,Male,Married,64,7,10914.62,0,0,9,1,2,1.0,0.599,1
39,Male,Divorced,91,6,7650.8,5,1,8,4,2,0.891,0.816,2
38,Female,Married,14,5,16341.32,1,2,9,2,2,1.0,0.561,1
53,Female,Divorced,112,9,9119.55,5,5,10,4,1,0.987,0.282,2
28,Female,Single,107,1,13830.43,2,2,2,4,0,0.919,0.717,0
50,Female,Married,69,10,17946.19,4,3,7,1,2,0.977,0.943,3
50,Female,Married,50,10,7697.94,1,3,7,0,1,0.981,0.689,2
58,Male,Divorced,75,6,19063.8,4,3,10,3,1,0.87,0.643,3
41,Female,Single,58,10,3267.42,3,1,4,3,3,0.925,0.98,1
43,Female,Single,1,6,11359.12,6,3,9,1,3,0.978,0.247,4
35,Male,Married,57,6,7752.8,9,4,7,2,0,0.992,0.889,4
23,Female,Single,49,2,12900.35,8,5,7,3,0,0.894,0.029,4
57,Male,Single,58,10,14988.97,10,2,6,1,0,0.871,0.941,5
56,Male,Married,79,5,19824.87,5,4,8,4,4,0.919,0.665,3
51,Male,Single,55,4,7948.82,6,5,2,3,0,0.964,0.859,3
59,Male,Divorced,112,0,14883.84,3,2,9,3,0,0.872,0.283,1
43,Male,Single,9,3,16376.8,7,5,8,0,4,0.887,0.283,5
55,Female,Divorced,32,0,9527.48,10,2,4,0,3,0.884,0.417,5
44,Male,Divorced,75,4,18023.58,1,3,4,1,2,0.986,0.435,2
55,Male,Divorced,43,7,18256.05,1,3,10,1,2,0.966,0.047,1
34,Male,Divorced,18,6,11046.98,8,4,7,3,0,0.972,0.647,4
25,Male,Single,19,10,8505.44,7,5,4,1,3,0.859,0.409,4
37,Male,Divorced,52,5,4347.35,9,1,1,0,1,0.947,0.175,5
29,Male,Married,23,0,16609.6,10,1,3,3,3,0.955,0.155,4
57,Female,Divorced,101,7,11088.88,1,4,3,3,1,0.939,0.105,2
38,Male,Married,107,7,11075.28,2,2,5,3,0,0.986,0.712,2
40,Female,Divorced,2,4,16830.92,0,1,1,1,3,0.883,0.268,1
26,Male,Single,5,4,18327.83,0,5,1,1,3,0.998,0.706,1
25,Female,Single,64,10,3012.67,3,5,4,3,2,0.993,0.677,2
40,Male,Married,22,9,6569.03,6,3,5,4,4,1.0,0.466,3
53,Female,Married,39,4,19898.55,3,2,3,0,1,0.987,0.296,2
22,Female,Single,66,8,5982.76,8,4,5,2,2,0.99,0.012,5
46,Female,Divorced,71,4,13854.85,9,1,3,2,3,0.903,0.353,4
44,Female,Married,11,4,14408.46,0,2,9,2,3,0.888,0.114,1
58,Female,Divorced,36,8,4153.6,1,3,1,4,3,0.922,0.711,0
41,Male,Married,62,4,5672.09,3,4,7,2,1,0.897,0.124,3
30,Female,Divorced,11,0,9358.25,1,5,3,1,2,0.964,0.265,2
50,Female,Single,26,2,9819.53,0,5,3,2,4,0.875,0.062,1
51,Female,Single,86,6,15559.88,10,5,9,2,4,0.988,0.013,5
